country_alpha,country,respno,rawidentity,dv_identity,region,age,gender,ethndom,employment,educ,poltransform,econtransform,socialtransform,colyears,colpower,colpopulation,coastal,loggdp1980,loggdp2013,conflictyears,democ2013
11,GHA,GHA1666,5,1,WA,28,0,1,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1667,5,1,WA,26,0,1,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1668,5,1,WA,39,1,1,1,0,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1669,5,1,WA,30,1,1,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1670,5,1,WA,39,0,1,3,2,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1671,3,0,WA,74,0,1,1,1,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1672,3,0,WA,76,1,1,1,1,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1673,5,1,WA,36,0,1,3,2,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1674,5,1,WA,27,1,1,1,0,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1675,5,1,WA,50,1,1,1,0,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1676,5,1,WA,82,0,1,3,5,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1677,3,0,WA,22,1,1,1,2,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1678,5,1,WA,53,0,1,3,5,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1679,3,0,WA,33,0,1,1,4,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1680,4,1,WA,40,1,1,1,2,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1681,5,1,WA,46,1,1,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1682,5,1,WA,38,0,1,3,5,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1683,5,1,WA,43,0,1,3,1,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1684,5,1,WA,40,1,1,1,0,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1685,3,0,WA,68,0,1,0,0,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1686,3,0,WA,32,1,1,3,4,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1687,3,0,WA,35,0,0,1,6,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1688,3,0,WA,27,1,1,1,5,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1689,3,0,WA,51,1,1,1,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1690,5,1,WA,53,0,1,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1691,5,1,WA,37,1,1,3,0,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1692,5,1,WA,56,0,1,1,1,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1693,5,1,WA,28,1,1,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1694,3,0,WA,51,0,1,3,5,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1695,3,0,WA,72,1,1,2,2,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1696,3,0,WA,32,0,1,1,4,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1697,3,0,WA,23,1,1,3,5,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1698,5,1,WA,57,0,1,3,5,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1699,5,1,WA,64,1,1,1,1,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1700,5,1,WA,36,0,1,1,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1701,3,0,WA,34,0,1,3,5,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1702,3,0,WA,24,1,1,1,4,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1703,5,1,WA,26,0,0,1,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1704,3,0,WA,19,1,1,1,1,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1705,5,1,WA,38,1,1,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1706,5,1,WA,21,0,1,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1707,5,1,WA,55,0,1,1,0,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1708,5,1,WA,32,1,1,1,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1709,3,0,WA,65,1,1,3,2,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1710,3,0,WA,60,0,0,1,0,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1711,3,0,WA,70,1,1,3,0,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1712,3,0,WA,35,0,0,1,1,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1713,5,1,WA,40,0,1,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1714,1,0,WA,30,1,1,3,0,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1715,5,1,WA,59,1,1,3,1,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1716,5,1,WA,23,0,1,1,4,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1717,3,0,WA,28,1,1,3,5,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1718,3,0,WA,25,0,1,3,4,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1719,3,0,WA,53,0,1,0,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1720,3,0,WA,28,1,1,1,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1721,5,1,WA,25,0,1,3,2,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1722,3,0,WA,57,1,1,2,2,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1723,5,1,WA,86,0,0,0,0,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1724,5,1,WA,40,1,1,1,0,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1725,3,0,WA,38,0,1,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1726,3,0,WA,35,1,1,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1727,3,0,WA,80,0,1,0,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1728,3,0,WA,35,1,0,1,2,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1729,3,0,WA,30,1,1,3,6,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1730,5,1,WA,30,0,0,3,2,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1731,5,1,WA,56,0,1,3,1,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1732,5,1,WA,28,1,1,1,4,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1733,5,1,WA,35,1,1,1,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1734,3,0,WA,42,0,1,3,6,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1735,3,0,WA,25,1,1,0,6,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1736,3,0,WA,22,0,1,1,5,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1737,5,1,WA,30,1,1,3,2,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1738,5,1,WA,37,0,0,3,5,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1739,5,1,WA,20,1,0,1,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1740,5,1,WA,28,0,0,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1741,3,0,WA,24,1,1,3,2,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1742,3,0,WA,22,0,1,2,2,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1743,2,0,WA,19,1,1,1,4,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1744,3,0,WA,25,0,1,1,4,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1745,5,1,WA,39,0,1,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1746,5,1,WA,27,1,1,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1747,5,1,WA,32,1,1,1,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1748,5,1,WA,25,0,1,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1749,3,0,WA,19,0,1,0,4,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1750,3,0,WA,22,1,1,1,2,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1751,5,1,WA,28,0,0,2,4,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1752,3,0,WA,24,1,0,2,4,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1753,5,1,WA,36,1,1,1,2,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1754,5,1,WA,40,0,1,3,4,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1755,5,1,WA,39,1,1,3,2,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1756,3,0,WA,22,0,1,3,2,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1757,5,1,WA,30,1,1,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1758,5,1,WA,24,0,1,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1759,5,1,WA,30,1,1,2,2,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1760,5,1,WA,42,0,1,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1761,3,0,WA,60,1,1,3,1,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1762,3,0,WA,42,0,1,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1763,5,1,WA,62,1,1,3,4,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1764,5,1,WA,32,0,1,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1765,3,0,WA,37,1,1,3,2,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1766,3,0,WA,43,0,1,3,2,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1767,4,1,WA,37,1,1,3,2,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1768,5,1,WA,73,0,1,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1769,3,0,WA,60,1,0,3,0,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1770,3,0,WA,26,0,0,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1771,3,0,WA,45,1,1,3,2,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1772,4,1,WA,38,0,1,3,8,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1773,5,1,WA,42,1,1,3,0,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1774,5,1,WA,25,0,1,0,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1775,3,0,WA,30,1,1,3,2,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1776,3,0,WA,74,0,1,3,2,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1777,5,1,WA,50,1,1,3,4,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1778,5,1,WA,45,0,1,3,4,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1779,5,1,WA,34,1,1,3,0,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1780,4,1,WA,40,0,1,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1781,5,1,WA,42,1,1,3,2,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1782,4,1,WA,26,0,0,3,6,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1783,5,1,WA,24,1,1,1,2,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1784,5,1,WA,22,0,0,3,4,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1785,5,1,WA,38,1,0,1,0,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1786,5,1,WA,38,0,0,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1787,5,1,WA,44,1,1,3,0,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1788,5,1,WA,25,0,1,3,2,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1789,5,1,WA,27,1,1,3,4,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1790,5,1,WA,36,0,1,3,4,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1791,5,1,WA,52,0,1,3,4,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1792,5,1,WA,52,1,1,3,5,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1793,3,0,WA,22,1,0,1,0,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1794,3,0,WA,36,0,1,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1795,3,0,WA,30,1,1,3,2,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1796,3,0,WA,23,0,1,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1797,3,0,WA,54,1,1,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1798,3,0,WA,60,0,1,3,2,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1799,3,0,WA,32,1,1,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1800,5,1,WA,20,0,1,2,5,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1801,3,0,WA,22,1,1,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1802,3,0,WA,45,0,1,3,2,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1803,3,0,WA,22,1,0,3,2,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1804,3,0,WA,40,0,0,3,2,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1805,3,0,WA,18,1,0,0,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1806,2,0,WA,33,0,1,3,2,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1807,3,0,WA,40,1,0,3,2,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1808,3,0,WA,19,0,0,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1809,4,1,WA,35,1,1,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1810,3,0,WA,21,0,1,1,5,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1811,3,0,WA,37,1,1,3,2,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1812,5,1,WA,61,0,1,3,6,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1813,5,1,WA,22,1,1,1,5,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1814,5,1,WA,64,0,1,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1815,2,0,WA,61,1,0,3,0,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1816,2,0,WA,60,0,1,3,0,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1817,4,1,WA,18,1,1,1,2,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1818,5,1,WA,32,0,1,3,8,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1819,5,1,WA,43,1,1,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1820,5,1,WA,33,0,1,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1821,3,0,WA,22,1,1,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1822,5,1,WA,20,0,1,1,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1823,5,1,WA,28,1,1,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1824,3,0,WA,30,0,1,3,4,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1825,3,0,WA,37,1,1,3,5,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1826,3,0,WA,27,0,1,3,5,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1827,5,1,WA,35,1,1,1,0,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1828,5,1,WA,58,0,1,3,4,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1829,3,0,WA,25,1,1,0,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1830,3,0,WA,34,0,1,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1831,4,1,WA,22,1,1,1,2,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1832,5,1,WA,23,0,0,3,6,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1833,3,0,WA,45,1,1,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1834,3,0,WA,71,0,1,3,2,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1835,5,1,WA,21,1,0,0,0,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1836,3,0,WA,55,0,0,3,4,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1837,3,0,WA,30,1,1,1,2,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1838,4,1,WA,51,0,1,3,2,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1839,4,1,WA,21,1,1,1,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1840,3,0,WA,27,0,1,3,5,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1841,3,0,WA,29,1,1,3,4,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1842,3,0,WA,42,0,1,2,2,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1843,3,0,WA,40,1,0,3,0,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1844,3,0,WA,24,0,0,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1845,3,0,WA,37,1,1,3,6,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1846,3,0,WA,26,0,0,3,6,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1847,3,0,WA,50,1,0,3,0,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1848,3,0,WA,20,0,0,0,4,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1849,4,1,WA,18,1,0,1,2,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1850,3,0,WA,65,0,0,3,0,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1851,3,0,WA,23,1,0,1,0,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1852,5,1,WA,21,0,0,3,0,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1853,3,0,WA,22,1,0,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1854,3,0,WA,45,0,0,3,0,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1855,3,0,WA,20,1,0,1,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1856,3,0,WA,25,0,0,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1857,3,0,WA,36,1,1,3,6,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1858,3,0,WA,30,0,1,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1859,5,1,WA,24,1,1,1,0,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1860,5,1,WA,32,0,1,3,5,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1861,4,1,WA,56,1,1,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1862,4,1,WA,31,0,1,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1863,3,0,WA,40,1,1,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1864,3,0,WA,35,0,1,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1865,5,1,WA,36,1,0,3,0,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1866,3,0,WA,60,0,0,3,0,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1867,5,1,WA,23,1,1,3,0,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1868,4,1,WA,62,0,1,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1869,3,0,WA,22,1,0,1,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1870,3,0,WA,23,0,1,1,5,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1871,5,1,WA,40,1,1,3,0,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1872,5,1,WA,41,0,1,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1873,4,1,WA,49,1,1,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1874,4,1,WA,45,0,1,3,2,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1875,5,1,WA,30,1,0,3,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1876,5,1,WA,26,0,0,3,2,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1877,3,0,WA,32,1,0,3,0,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1878,3,0,WA,18,0,0,0,3,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1879,5,1,WA,26,1,0,1,0,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1880,3,0,WA,65,0,0,0,0,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1881,5,1,WA,19,1,1,1,4,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1882,5,1,WA,28,0,1,3,6,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1883,3,0,WA,54,1,1,3,4,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1884,3,0,WA,26,0,1,2,5,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1885,5,1,WA,59,1,1,3,6,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1886,5,1,WA,19,0,1,0,2,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1887,5,1,WA,27,1,1,3,5,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1888,5,1,WA,64,0,1,3,6,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
11,GHA,GHA1889,4,1,WA,51,1,1,3,2,64,71,69,113,UK,0,1,5.925972866,7.732960851,17,0.751
